NRO_REGISTRO,FECHA_CORTE,DEPARTAMENTO,PROVINCIA,DISTRITO,GOBIERNO_LOCAL,UBIGEO,DIA_RECORRIDO,MES_RECORRIDO,SEMANA_RECORRIDO,DIA_SEMANA_RECORRIDO,TURNO,UNIDAD,CONDUCTOR,PLACA,NRO_BOLETA,UNIDAD,CANTIDAD,RELLENO_SANITARIO
81,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240111,202401,2,JUEVES,NOCHE,1,7e9d0b638a2402a185525aec7a227838d29f871e40822357f1cd103aee3543be,BFZ705,1920468,TONELADAS,12.99,MODELO DEL CALLAO
82,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240111,202401,2,JUEVES,NOCHE,2,50fc70d3dd8156aecaef7754359c8407d8970e287ce09887371a4645ef5c17ed,BNU745,1920434,TONELADAS,12.19,MODELO DEL CALLAO
83,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240111,202401,2,JUEVES,NOCHE,3,3dcfc9e3a1e225003ef2354e2b78d86fd63cb126f9d5164dde5108ed33ee2296,BNU789,1920445,TONELADAS,10.84,MODELO DEL CALLAO
84,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240111,202401,2,JUEVES,NOCHE,4,d2946ad6cb6a5189b7fad3d1f59944f1b3772802038dd7b0fc0698841da12466,BTQ941,1920418,TONELADAS,11.73,MODELO DEL CALLAO
85,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240111,202401,2,JUEVES,NOCHE,5,c49a5be102d6ccfb90a2b5c6e191a78c51226a95e0d36ff6291d4d75c1821786,BHH850,1920465,TONELADAS,13.31,MODELO DEL CALLAO
86,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240111,202401,2,JUEVES,NOCHE,6,ea4e7900b41e83cad4d1fab20c3a9fb7c668e398646a9995a88bd17974156f25,BCP798,1920464,TONELADAS,10.96,MODELO DEL CALLAO
87,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240112,202401,2,VIERNES,MAÃ‘ANA,1,4305c4d8022c7eb530fe364567123d3d787fe3cfb345b4180eb8bdd5bbd05ab4,BNU745,1920661,TONELADAS,11.41,MODELO DEL CALLAO
88,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240112,202401,2,VIERNES,TARDE,1,ead0959916fa9503cc8dc8d393a4f982539b9d4d7f1e3b067a03da63038d6ba3,BHH852,1920753,TONELADAS,9.22,MODELO DEL CALLAO
89,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240112,202401,2,VIERNES,NOCHE,1,7e9d0b638a2402a185525aec7a227838d29f871e40822357f1cd103aee3543be,BFZ705,1920868,TONELADAS,14.9,MODELO DEL CALLAO
90,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240112,202401,2,VIERNES,NOCHE,2,50fc70d3dd8156aecaef7754359c8407d8970e287ce09887371a4645ef5c17ed,BNU745,1920808,TONELADAS,11.5,MODELO DEL CALLAO
91,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240112,202401,2,VIERNES,NOCHE,3,3dcfc9e3a1e225003ef2354e2b78d86fd63cb126f9d5164dde5108ed33ee2296,BHH850,1920825,TONELADAS,12.08,MODELO DEL CALLAO
92,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240112,202401,2,VIERNES,NOCHE,4,d2946ad6cb6a5189b7fad3d1f59944f1b3772802038dd7b0fc0698841da12466,BTQ941,1920828,TONELADAS,13.26,MODELO DEL CALLAO
93,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240112,202401,2,VIERNES,NOCHE,5,c49a5be102d6ccfb90a2b5c6e191a78c51226a95e0d36ff6291d4d75c1821786,BNU789,1920881,TONELADAS,9.62,MODELO DEL CALLAO
94,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240112,202401,2,VIERNES,NOCHE,6,ea4e7900b41e83cad4d1fab20c3a9fb7c668e398646a9995a88bd17974156f25,BCP798,1920860,TONELADAS,11.72,MODELO DEL CALLAO
95,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240113,202401,2,SÃBADO,MAÃ‘ANA,1,4305c4d8022c7eb530fe364567123d3d787fe3cfb345b4180eb8bdd5bbd05ab4,BNU745,1921010,TONELADAS,9.5,MODELO DEL CALLAO
96,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240113,202401,2,SÃBADO,TARDE,1,ead0959916fa9503cc8dc8d393a4f982539b9d4d7f1e3b067a03da63038d6ba3,BHH852,1921161,TONELADAS,12.85,MODELO DEL CALLAO
97,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240113,202401,2,SÃBADO,NOCHE,1,7e9d0b638a2402a185525aec7a227838d29f871e40822357f1cd103aee3543be,BHH850,1921266,TONELADAS,15.77,MODELO DEL CALLAO
98,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240113,202401,2,SÃBADO,NOCHE,2,50fc70d3dd8156aecaef7754359c8407d8970e287ce09887371a4645ef5c17ed,BNU745,1921221,TONELADAS,11.37,MODELO DEL CALLAO
99,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240113,202401,2,SÃBADO,NOCHE,3,3dcfc9e3a1e225003ef2354e2b78d86fd63cb126f9d5164dde5108ed33ee2296,BFZ705,1921256,TONELADAS,10.58,MODELO DEL CALLAO
100,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240113,202401,2,SÃBADO,NOCHE,4,d2946ad6cb6a5189b7fad3d1f59944f1b3772802038dd7b0fc0698841da12466,BTQ941,1921260,TONELADAS,15.39,MODELO DEL CALLAO
101,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240113,202401,2,SÃBADO,NOCHE,5,c49a5be102d6ccfb90a2b5c6e191a78c51226a95e0d36ff6291d4d75c1821786,BFS820,1921267,TONELADAS,7.47,MODELO DEL CALLAO
102,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240113,202401,2,SÃBADO,NOCHE,6,ea4e7900b41e83cad4d1fab20c3a9fb7c668e398646a9995a88bd17974156f25,BCP798,1921285,TONELADAS,11.6,MODELO DEL CALLAO
103,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240114,202401,3,DOMINGO,MAÃ‘ANA,1,4305c4d8022c7eb530fe364567123d3d787fe3cfb345b4180eb8bdd5bbd05ab4,BHH852,1921341,TONELADAS,6.87,MODELO DEL CALLAO
104,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240114,202401,3,DOMINGO,TARDE,1,522ba44642e430361941abdd7bc495ce9cbff91c14eed3f6e356d35e07fd6c1b,BHH850,1921449,TONELADAS,6.75,MODELO DEL CALLAO
105,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240114,202401,3,DOMINGO,NOCHE,1,7e9d0b638a2402a185525aec7a227838d29f871e40822357f1cd103aee3543be,BFZ705,1921534,TONELADAS,13.56,MODELO DEL CALLAO
106,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240114,202401,3,DOMINGO,NOCHE,2,3dcfc9e3a1e225003ef2354e2b78d86fd63cb126f9d5164dde5108ed33ee2296,BHH850,1921533,TONELADAS,8.54,MODELO DEL CALLAO
107,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240114,202401,3,DOMINGO,NOCHE,3,d2946ad6cb6a5189b7fad3d1f59944f1b3772802038dd7b0fc0698841da12466,BTQ941,1921806,TONELADAS,13.01,MODELO DEL CALLAO
108,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240114,202401,3,DOMINGO,NOCHE,4,d2946ad6cb6a5189b7fad3d1f59944f1b3772802038dd7b0fc0698841da12466,BNU789,1921537,TONELADAS,9.73,MODELO DEL CALLAO
109,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240114,202401,3,DOMINGO,NOCHE,5,762d9a9b7ba15387abf2e8b9e933732176e8373c5ec2b4c143714da048303cd6,BHH852,1921543,TONELADAS,12.93,MODELO DEL CALLAO
110,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240114,202401,3,DOMINGO,NOCHE,6,c49a5be102d6ccfb90a2b5c6e191a78c51226a95e0d36ff6291d4d75c1821786,BNU745,1921532,TONELADAS,12.98,MODELO DEL CALLAO
111,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240115,202401,3,LUNES,MAÃ‘ANA,1,4305c4d8022c7eb530fe364567123d3d787fe3cfb345b4180eb8bdd5bbd05ab4,BUI704,1921739,TONELADAS,5.9,MODELO DEL CALLAO
112,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240115,202401,3,LUNES,TARDE,1,ead0959916fa9503cc8dc8d393a4f982539b9d4d7f1e3b067a03da63038d6ba3,BHH852,1921828,TONELADAS,12.28,MODELO DEL CALLAO
113,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240115,202401,3,LUNES,NOCHE,1,3dcfc9e3a1e225003ef2354e2b78d86fd63cb126f9d5164dde5108ed33ee2296,BHH852,1921937,TONELADAS,13.32,MODELO DEL CALLAO
114,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240115,202401,3,LUNES,NOCHE,2,50fc70d3dd8156aecaef7754359c8407d8970e287ce09887371a4645ef5c17ed,BNU745,1921883,TONELADAS,12.04,MODELO DEL CALLAO
115,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240115,202401,3,LUNES,NOCHE,3,f99b121a1423b0bebde930f29eeec0de9be9698237a11ef715f2498ba51d4bbc,BTQ941,1922126,TONELADAS,11.7,MODELO DEL CALLAO
116,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240115,202401,3,LUNES,NOCHE,4,d2946ad6cb6a5189b7fad3d1f59944f1b3772802038dd7b0fc0698841da12466,BCP925,1921944,TONELADAS,10.09,MODELO DEL CALLAO
117,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240115,202401,3,LUNES,NOCHE,5,4305c4d8022c7eb530fe364567123d3d787fe3cfb345b4180eb8bdd5bbd05ab4,BUH916,1922124,TONELADAS,9.72,MODELO DEL CALLAO
118,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240115,202401,3,LUNES,NOCHE,6,6d6aec8ad5e871cd304fa026a941c749b5386fe5178bc1a969f6a50bbbefa155,BFZ705,1922127,TONELADAS,11.49,MODELO DEL CALLAO
119,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240116,202401,3,MARTES,MAÃ‘ANA,1,d75fc4368941aa4c6a2965b088fe4a7a126e5b51a8d56b4a2b7b00fe8e0c2cba,BCP798,1922128,TONELADAS,12.12,MODELO DEL CALLAO
120,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240116,202401,3,MARTES,TARDE,1,ead0959916fa9503cc8dc8d393a4f982539b9d4d7f1e3b067a03da63038d6ba3,BHH852,1922205,TONELADAS,10.18,MODELO DEL CALLAO
121,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240116,202401,3,MARTES,NOCHE,1,c49a5be102d6ccfb90a2b5c6e191a78c51226a95e0d36ff6291d4d75c1821786,BNU789,1922303,TONELADAS,11.87,MODELO DEL CALLAO
122,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240116,202401,3,MARTES,NOCHE,2,50fc70d3dd8156aecaef7754359c8407d8970e287ce09887371a4645ef5c17ed,BNU745,1922255,TONELADAS,12,MODELO DEL CALLAO
123,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240116,202401,3,MARTES,NOCHE,3,d2946ad6cb6a5189b7fad3d1f59944f1b3772802038dd7b0fc0698841da12466,BTQ941,1922250,TONELADAS,12.37,MODELO DEL CALLAO
124,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240116,202401,3,MARTES,NOCHE,4,b8bc006ef95f2ad916953de0c38bedd4685201bdb84ef56d630c0d9cb7a0959e,BFS820,1922515,TONELADAS,11.83,MODELO DEL CALLAO
125,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240116,202401,3,MARTES,NOCHE,5,7e9d0b638a2402a185525aec7a227838d29f871e40822357f1cd103aee3543be,BFZ705,1922295,TONELADAS,12.59,MODELO DEL CALLAO
126,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240116,202401,3,MARTES,NOCHE,6,07763750f1b00e43147ef76901ff567d9bde2653e3e375a554aa1e64eeab41c9,BCP798,1922312,TONELADAS,12.62,MODELO DEL CALLAO
127,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240117,202401,3,MIÃ‰RCOLES,MAÃ‘ANA,1,a0232d92318008d936729be7ffd9a94711711d065f2f4f977e6608b0b6f2dba7,BCP798,1922529,TONELADAS,7.98,MODELO DEL CALLAO
128,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240117,202401,3,MIÃ‰RCOLES,TARDE,1,ead0959916fa9503cc8dc8d393a4f982539b9d4d7f1e3b067a03da63038d6ba3,BHH852,1922591,TONELADAS,10.09,MODELO DEL CALLAO
129,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240117,202401,3,MIÃ‰RCOLES,NOCHE,1,7e9d0b638a2402a185525aec7a227838d29f871e40822357f1cd103aee3543be,BFZ705,1922686,TONELADAS,12.98,MODELO DEL CALLAO
130,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240117,202401,3,MIÃ‰RCOLES,NOCHE,2,50fc70d3dd8156aecaef7754359c8407d8970e287ce09887371a4645ef5c17ed,BNU745,1922631,TONELADAS,10.96,MODELO DEL CALLAO
131,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240117,202401,3,MIÃ‰RCOLES,NOCHE,3,8ae24c13845e5f85fca4c702568a74c07fa2883d658801f2960494270e501cc6,BFS820,1922669,TONELADAS,12.08,MODELO DEL CALLAO
132,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240117,202401,3,MIÃ‰RCOLES,NOCHE,4,d2946ad6cb6a5189b7fad3d1f59944f1b3772802038dd7b0fc0698841da12466,BTQ941,1922633,TONELADAS,11.02,MODELO DEL CALLAO
133,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240117,202401,3,MIÃ‰RCOLES,NOCHE,5,c49a5be102d6ccfb90a2b5c6e191a78c51226a95e0d36ff6291d4d75c1821786,BCP798,1922688,TONELADAS,14.75,MODELO DEL CALLAO
134,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240117,202401,3,MIÃ‰RCOLES,NOCHE,6,477e0ebb60554a9db4b10e039868b5809affe7d876e1e75fc3724da85fb2dbe8,BNU789,2623061,TONELADAS,8.45,MODELO DEL CALLAO
135,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240118,202401,3,JUEVES,MAÃ‘ANA,1,4305c4d8022c7eb530fe364567123d3d787fe3cfb345b4180eb8bdd5bbd05ab4,BNU745,1922828,TONELADAS,10.13,MODELO DEL CALLAO
136,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240118,202401,3,JUEVES,TARDE,1,ead0959916fa9503cc8dc8d393a4f982539b9d4d7f1e3b067a03da63038d6ba3,BHH852,1922960,TONELADAS,11.19,MODELO DEL CALLAO
137,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240118,202401,3,JUEVES,NOCHE,1,477e0ebb60554a9db4b10e039868b5809affe7d876e1e75fc3724da85fb2dbe8,BNU789,1923058,TONELADAS,12.13,MODELO DEL CALLAO
138,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240118,202401,3,JUEVES,NOCHE,2,2ee30872300380199ceb4b10df53baa07fd26637296d22d984ddfb2945a65936,BNU745,1923126,TONELADAS,11.01,MODELO DEL CALLAO
139,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240118,202401,3,JUEVES,NOCHE,3,3dcfc9e3a1e225003ef2354e2b78d86fd63cb126f9d5164dde5108ed33ee2296,BHH852,1923068,TONELADAS,10.6,MODELO DEL CALLAO
140,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240118,202401,3,JUEVES,NOCHE,4,c49a5be102d6ccfb90a2b5c6e191a78c51226a95e0d36ff6291d4d75c1821786,BTQ941,1923623,TONELADAS,11.63,MODELO DEL CALLAO
141,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240118,202401,3,JUEVES,NOCHE,5,7e9d0b638a2402a185525aec7a227838d29f871e40822357f1cd103aee3543be,BFZ705,1923057,TONELADAS,13.07,MODELO DEL CALLAO
142,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240118,202401,3,JUEVES,NOCHE,6,50fc70d3dd8156aecaef7754359c8407d8970e287ce09887371a4645ef5c17ed,BFS820,1923065,TONELADAS,10.83,MODELO DEL CALLAO
143,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240119,202401,3,VIERNES,MAÃ‘ANA,1,4305c4d8022c7eb530fe364567123d3d787fe3cfb345b4180eb8bdd5bbd05ab4,BFZ705,1923229,TONELADAS,12.03,MODELO DEL CALLAO
144,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240119,202401,3,VIERNES,TARDE,1,ead0959916fa9503cc8dc8d393a4f982539b9d4d7f1e3b067a03da63038d6ba3,BHH852,1923352,TONELADAS,11.84,MODELO DEL CALLAO
145,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240119,202401,3,VIERNES,NOCHE,1,7e9d0b638a2402a185525aec7a227838d29f871e40822357f1cd103aee3543be,BFZ705,1923438,TONELADAS,12.18,MODELO DEL CALLAO
146,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240119,202401,3,VIERNES,NOCHE,2,477e0ebb60554a9db4b10e039868b5809affe7d876e1e75fc3724da85fb2dbe8,BNU789,1923447,TONELADAS,11.94,MODELO DEL CALLAO
147,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240119,202401,3,VIERNES,NOCHE,3,d2946ad6cb6a5189b7fad3d1f59944f1b3772802038dd7b0fc0698841da12466,BHH852,1923451,TONELADAS,11.58,MODELO DEL CALLAO
148,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240119,202401,3,VIERNES,NOCHE,4,c49a5be102d6ccfb90a2b5c6e191a78c51226a95e0d36ff6291d4d75c1821786,BUH916,1923672,TONELADAS,10.23,MODELO DEL CALLAO
149,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240119,202401,3,VIERNES,NOCHE,5,3dcfc9e3a1e225003ef2354e2b78d86fd63cb126f9d5164dde5108ed33ee2296,BNU745,1923414,TONELADAS,13.07,MODELO DEL CALLAO
150,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240119,202401,3,VIERNES,NOCHE,6,568162ba35e1f573a07bdb4511b0b92db2d099e252e9852a66cbdc5ecefa6fb6,BBY837,1851496,TONELADAS,10.75,MODELO DEL CALLAO
151,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240120,202401,3,SÃBADO,MAÃ‘ANA,1,4305c4d8022c7eb530fe364567123d3d787fe3cfb345b4180eb8bdd5bbd05ab4,BNU745,1923587,TONELADAS,12.21,MODELO DEL CALLAO
152,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240120,202401,3,SÃBADO,TARDE,1,ead0959916fa9503cc8dc8d393a4f982539b9d4d7f1e3b067a03da63038d6ba3,BHH852,1923726,TONELADAS,12.85,MODELO DEL CALLAO
153,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240120,202401,3,SÃBADO,NOCHE,1,3474be4707d7a5952e55b7f77adfb3d74c0185cd5b17764979d3502ef510de81,BTQ903,1923820,TONELADAS,10.93,MODELO DEL CALLAO
154,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240120,202401,3,SÃBADO,NOCHE,2,50fc70d3dd8156aecaef7754359c8407d8970e287ce09887371a4645ef5c17ed,BNU745,1923783,TONELADAS,11.78,MODELO DEL CALLAO
155,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240120,202401,3,SÃBADO,NOCHE,3,3dcfc9e3a1e225003ef2354e2b78d86fd63cb126f9d5164dde5108ed33ee2296,BCP798,1923801,TONELADAS,12.13,MODELO DEL CALLAO
156,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240120,202401,3,SÃBADO,NOCHE,4,d2946ad6cb6a5189b7fad3d1f59944f1b3772802038dd7b0fc0698841da12466,BTQ941,1923775,TONELADAS,12.52,MODELO DEL CALLAO
157,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240120,202401,3,SÃBADO,NOCHE,5,7e9d0b638a2402a185525aec7a227838d29f871e40822357f1cd103aee3543be,BFZ705,1923808,TONELADAS,14.35,MODELO DEL CALLAO
158,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240120,202401,3,SÃBADO,NOCHE,6,c49a5be102d6ccfb90a2b5c6e191a78c51226a95e0d36ff6291d4d75c1821786,BUH916,1923812,TONELADAS,11.74,MODELO DEL CALLAO
159,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240121,202401,4,DOMINGO,MAÃ‘ANA,1,4305c4d8022c7eb530fe364567123d3d787fe3cfb345b4180eb8bdd5bbd05ab4,BUI709,1923919,TONELADAS,6.08,MODELO DEL CALLAO
160,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240121,202401,4,DOMINGO,TARDE,1,522ba44642e430361941abdd7bc495ce9cbff91c14eed3f6e356d35e07fd6c1b,BHH852,1924003,TONELADAS,6.24,MODELO DEL CALLAO
161,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240121,202401,4,DOMINGO,NOCHE,1,c49a5be102d6ccfb90a2b5c6e191a78c51226a95e0d36ff6291d4d75c1821786,BCP798,1924100,TONELADAS,12.59,MODELO DEL CALLAO
162,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240121,202401,4,DOMINGO,NOCHE,2,7e9d0b638a2402a185525aec7a227838d29f871e40822357f1cd103aee3543be,BUH916,1924110,TONELADAS,10,MODELO DEL CALLAO
163,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240121,202401,4,DOMINGO,NOCHE,3,510a977bc0ea4b2bbab5fdf31dcd0e09b5d47340516946643ea135680f271982,BNU789,1924053,TONELADAS,11.45,MODELO DEL CALLAO
164,20250522,LIMA,LIMA,PUEBLO LIBRE,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE,150121,20240121,202401,4,DOMINGO,NOCHE,4,d2946ad6cb6a5189b7fad3d1f59944f1b3772802038dd7b0fc0698841da12466,BTQ941,1924051,TONELADAS,11.74,MODELO DEL CALLAO
